company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
DAZN,Cloud Security Engineer,Hyderābād,8.0,"Azure, Go, Node.js, Kubernetes, Git",2.9,Cloud Engineer
Basware,Associate Cloud Operations Engineer,Chandigarh,12.577608695652176,AWS,4.0,Cloud Engineer
Aurum PropTech,Analyst - Cloud Engineer,Navi Mumbai,12.577608695652176,"Jira, CI/CD, Software troubleshooting, Kubernetes, AWS",4.0,Cloud Engineer
Xianinfotech LLP,Azure Cloud Engineer,Remote,1.8,"CI/CD, Cloud infrastructure, Azure, Kubernetes, DevOps",3.4,Cloud Engineer
Cloud 9 Infosystems,Cloud Engineer,India,5.333333333333333,"Microsoft Windows Server, Azure, Operating systems, Windows, Microsoft Office",4.6,Cloud Engineer
Route Mobile,AWS Cloud Engineer,Mumbai,12.577608695652176,"Elasticsearch, DevOps, PaaS, AWS, Scripting",4.0,Cloud Engineer
TechBrein Solutions PVT LTD,Cloud DevOps Engineer,India,5.5,"CI/CD, Cloud infrastructure, Microsoft Access, Azure, Ansible",4.5,Cloud Engineer
TotHR Solutions,AWS Cloud Engineer,Cochin,7.5,"CI/CD, Cloud infrastructure, Cloud architecture, Software troubleshooting, Kubernetes",5.0,Cloud Engineer
NetApp,Principal Software Engineer (Cloud),Bengaluru,5.5,"Cloud infrastructure, Azure, Go, Node.js, Kubernetes",4.1,Cloud Engineer
Athena Global Technologies,Cloud Engineer,Hyderābād,11.429259259259261,"NoSQL, Git, SQL, AWS, GitHub",3.9,Cloud Engineer
HRBRO PLACEMENT SERVICES,Cloud Engineer,Cochin,10.0,"CI/CD, Cloud infrastructure, Azure, Software troubleshooting, Kubernetes",4.0,Cloud Engineer
Aganitha AI,DevOps & Cloud Engineer,Hyderābād,11.429259259259261,"CI/CD, Go, Node.js, Kubernetes, DevOps",3.9,Cloud Engineer
WellnessLiving,AWS Cloud Engineer,Bengaluru,16.90029411764706,"CI/CD, Data modeling, Cloud infrastructure, Software deployment, Encryption",3.8,Cloud Engineer
EY,AWS Cloud Platform Engineer,Noida,4.5,"CI/CD, Cloud infrastructure, Ansible, Git, AWS",3.7,Cloud Engineer
Recruise,1700_ HPC Cloud Engineer,Bengaluru,6.833333333333333,"DevOps, R, Configuration management, Git, Research",4.7,Cloud Engineer
BiCSoM Technologies,Associate Cloud Engineer – Google Cloud Platform,Bengaluru,12.577608695652176,"CI/CD, Cloud infrastructure, Azure, Software troubleshooting, Kubernetes",4.0,Cloud Engineer
Arosys Technologies P Ltd,Cloud Engineer,Bhilai,3.9,"CI/CD, Cloud infrastructure, System administration, Kubernetes, Ansible",0.0,Cloud Engineer
PayPal,Cloud Platform Engineer,Chennai,6.0,"CI/CD, Cloud infrastructure, Software troubleshooting, Kubernetes, Ansible",3.7,Cloud Engineer
NetApp,Principal Software Engineer (Cloud Security),Bengaluru,5.5,"Cloud infrastructure, Azure, Go, Node.js, Kubernetes",4.1,Cloud Engineer
