company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
McGAN's Ooty School of Architecture,IT Administrator Male,Udagamandalām,0.84,"Computer science, Azure, Operating systems, Data entry, IT",0.0,IT Specialist
Accenture,Infra Tech Support Practitioner,Indore,9.690000000000001,"Performance tuning, Software troubleshooting, Technical support, Databases, Database administration",3.8,IT Specialist
MIGROW INDIA,Digital Marketing & IT Specialist,India,1.62,"Social media marketing, Facebook Advertising, Content creation, Digital marketing, Computer hardware",0.0,IT Specialist
KKBC,IT Support & Technology Specialist (Freelance),Remote,4.8,"Jira, Software troubleshooting, Salesforce, English, Digital marketing",0.0,IT Specialist
Zavasi,IT SUPPORT FREELANCER / PART TIME,Bengaluru,13.05,IT support,4.5,IT Specialist
Smith & Nephew,IT Service Desk Specialist,India,18.28375,"Computer science, Software troubleshooting, English, Windows, Microsoft Office",4.0,IT Specialist
South Street Designs,IT Specialist,Remote,8.74,"Analysis skills, AI, Communication skills",4.8,IT Specialist
InvenTel,IT Security Specialist - Remote,Remote,6.6,"Windows, Java, PHP, C++, C",0.0,IT Specialist
Lulu Global Mall,IT Support,Bengaluru,18.0,"Desktop support, Operating systems, Software troubleshooting, Technical support, Firewall",4.1,IT Specialist
Aml Rightsource Llc,"IT Help Desk Support Specialist - Delhi, India",Delhi,4.0,"Jira, Operating systems, Software troubleshooting, Customer service, English",2.9,IT Specialist
Pearl Technologies Ltd.,IT Security Specialist,Remote,3.0,"Computer science, Azure, Information security, Firewall, AWS",2.2,IT Specialist
Thornton Tomasetti,IT Support Technician - Information Technology,Pune,4.5,"Software troubleshooting, Communication skills",3.8,IT Specialist
Chaosology,IT support,India,3.882758620689655,"IT support, Communication skills, Help desk",0.0,IT Specialist
Kryfs Power Components Ltd,IT Support Executive,Silvassa,5.0,ServiceNow,0.0,IT Specialist
Logitech,IT Service Support Intern,Chennai,13.966666666666667,"Desktop support, Software troubleshooting, Customer service, English, Windows",4.2,IT Specialist
FULL Creative,IT Support,Chennai,42.0,"Desktop support, Operating systems, Computer hardware, Remote access software, Agile",3.8,IT Specialist
ICIT Computer Institute,IT Support,Thāne,36.0,"Computer hardware, Computer networking",3.9,IT Specialist
SIB Operations and Services,Assistant-IT Support,Cochin,4.5,"Software troubleshooting, Encryption",3.3,IT Specialist
Indian Institute of Emergency Medical Services (IIEMS),IT Support Executive,Kottayam,4.0,Desktop support,3.0,IT Specialist
AARA Technologies Private Limited,IT Support Manager,Lucknow,5.5,"Software troubleshooting, Technical support, IT support, Communication skills, Help desk",3.2,IT Specialist
"Medpace, Inc.",IT Support,Navi Mumbai,5.5,"English, Microsoft Exchange, Microsoft Office, IT support, IT",2.7,IT Specialist
Maruti Suzuki India Ltd,IT Operations and Application Support,India,9.690000000000001,"Network infrastructure, IT support, Problem management, Communication skills",3.8,IT Specialist
Photon,IT Specialist,Hyderābād,6.0,"Account management, Active Directory",4.0,IT Specialist
ICIT Computer Institute,IT Support Service,Thāne,36.0,"Computer hardware, Computer networking",3.9,IT Specialist
Kreayotoo Solutions,IT Specialist Executive,Amarāvati,6.0,Computer science,0.0,IT Specialist
Boston Consulting Group,GSD IT Service Senior Specialist,Gurgaon,48.0,"Microsoft Windows Server, Software troubleshooting, SCCM, Customer service, iOS",4.3,IT Specialist
Cummins Inc.,IT Support Associate - Level II,Phaltan,30.0,"Power BI, Software troubleshooting, SQL",4.0,IT Specialist
Mahika Packaging India Limited,Junior IT Support Technician,India,2.1,"Software troubleshooting, Microsoft Office, Analysis skills, ServiceNow, Communication skills",0.0,IT Specialist
ASSPL - Haryana,IT Support Associate II,Delhi,20.27777777777778,"Customer service, Windows, AWS, Analysis skills, Project management",3.6,IT Specialist
Nagarro,"Associate Staff Engineer, Tech support",Remote,20.38888888888889,Technical support,3.9,IT Specialist
ASSPL - Karnataka,IT Support Associate II,Bengaluru,6.5,"Customer service, Windows, AWS, IT support, Linux",3.6,IT Specialist
Tata Insights and Quants,IT Support,Bengaluru,42.0,"Multilingual, SAS, Big data, R, Encryption",4.1,IT Specialist
RAK CERAMICS IND PVT LTD,IT Support Executive,Kakinada,3.5,"English, Microsoft Office, Information security, IT support, ServiceNow",0.0,IT Specialist
Warner Bros. Discovery,GVP Global IT Operations and Workforce Support,Hyderābād,7.5,"Analysis skills, Customer support, Leadership, Communication skills, Help desk",3.5,IT Specialist
Next Order,Tech Support,Bengaluru,4.5,"Live chat, Software troubleshooting, Technical support, Restaurant experience, Communication skills",4.4,IT Specialist
Codex education,IT Support,Gurgaon,3.5,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Office, Data entry",0.0,IT Specialist
Sieva Networks Solutions Pvt Ltd,Customer Service (TECH SUPPORT),Remote,3.0,"Microsoft Word, CRM software, Microsoft Excel, Microsoft Outlook, Customer service",0.0,IT Specialist
Eyemantra,IT Support,India,13.05,Software troubleshooting,4.5,IT Specialist
impact pvt,International IT Service Desk,Mumbai,3.5,"English, Technical support, Microsoft Office",0.0,IT Specialist
KARTHIK MEP SERVICES (OPC) PVT LTD,Senior IT Administrator,India,5.4,,0.0,IT Specialist
CommScope,"Analyst I, IT Service Desk",Hyderābād,7.0,"Microsoft Outlook, Customer service, Call center, English, Microsoft Exchange",3.4,IT Specialist
Alpha ICT,IT Support,Pune,2.5,"Azure, Cloud architecture, Git, Windows, Project management",3.3,IT Specialist
M/S Rank Projects and Development Pvt Ltd,IT Support Manager,India,3.0,"English, Microsoft Exchange, Windows, Hindi",0.0,IT Specialist
JIFSA Education & Technical Services,IT Support,Korba,3.882758620689655,,1.0,IT Specialist
Kryfs Power Components Ltd,IT Support,Pālghar,5.0,"Microsoft Office, IT support, Project implementation, Manufacturing, Microsoft Dynamics Navision",0.0,IT Specialist
Synopsys,"IT Support, Sr Associate",Bengaluru,7.0,"Software troubleshooting, Remedy, Windows, Technical support, Network infrastructure",4.0,IT Specialist
Princeton IT America,Sr. IT Support,Chandigarh,3.5,"Microsoft Excel, Microsoft Office, IT support, Software development, Communication skills",0.0,IT Specialist
DHANWANTARI GROUP OF INSTITUTIONS,IT Support,Bengaluru,2.88,"English, Microsoft Office, IT support, ServiceNow, Hindi",0.0,IT Specialist
Shipco IT,IT Support Executive,Pune,30.0,"TCP, Software troubleshooting, Technical support, Microsoft Office, Scripting",3.9,IT Specialist
Helius Technologies,IT SUPPORT,India,13.966666666666667,"TCP, Software deployment, Computer networking, DNS, Agile",4.2,IT Specialist
Boston Consulting Group,IT Specialist,Gurgaon,48.0,"Microsoft Windows Server, Software troubleshooting, SCCM, Spark, iOS",4.3,IT Specialist
